web-scraper-order,web-scraper-start-url,Type_Chaussures,Prix,Adresse,Image_lien-src
"1752680088-1362","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2572949_uploaded_image1_1598297847.jpg"
"1752680088-1363","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Nike Air Max TN","6 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2572013_uploaded_image1_1598279345.jpg"
"1752680088-1364","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures Jordan 1","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2569991_uploaded_image1_1598223618.jpg"
"1752680088-1365","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures cuir homme","6 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2569950_uploaded_image1_1598222352.jpg"
"1752680088-1366","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Mocassins homme","12 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2569225_uploaded_image1_1598196793.jpg"
"1752680088-1367","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures de ville","22 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2569224_uploaded_image1_1598196707.jpg"
"1752680088-1368","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Sandales Louis Vuitton homme","6 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2568928_uploaded_image1_1598187396.jpg"
"1752680088-1369","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2565272_uploaded_image1_1598045607.jpg"
"1752680088-1370","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2565270_uploaded_image1_1598045500.jpg"
"1752680088-1371","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2565265_uploaded_image1_1598045407.jpg"
"1752680088-1372","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2565262_uploaded_image1_1598045302.jpg"
"1752680088-1373","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2565259_uploaded_image1_1598045210.jpg"
"1752680088-1374","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2565258_uploaded_image1_1598045096.jpg"
"1752680088-1375","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","5 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2562557_uploaded_image1_1597980263.jpg"
"1752680088-1376","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Nike Air","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2562164_uploaded_image1_1597961451.jpg"
"1752680088-1377","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Nike Air","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2562160_uploaded_image1_1597961330.jpg"
"1752680088-1378","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Nike Air","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2562152_uploaded_image1_1597961112.jpg"
"1752680088-1379","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Babouches Super Royal","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2561607_uploaded_image1_1597948142.jpg"
"1752680088-1380","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Sandales Yeezy","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2561116_uploaded_image1_1597936786.jpg"
"1752680088-1381","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures Versace","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2560594_uploaded_image1_1597927932.jpg"
"1752680088-1382","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures Versace","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2560588_uploaded_image1_1597927830.jpg"
"1752680088-1383","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Balenciaga","50 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2560583_uploaded_image1_1597927674.jpg"
"1752680088-1384","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","15 000CFA","Mbacké, Sénégal","https://images.coinafrique.com/thumb_2557555_uploaded_image1_1597847398.jpg"
"1752680088-1385","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures   homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2554687_uploaded_image1_1597770601.jpg"
"1752680088-1386","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures   homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2554681_uploaded_image1_1597770507.jpg"
"1752680088-1387","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures   homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2554674_uploaded_image1_1597770421.jpg"
"1752680088-1388","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures  homme","7 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2554482_uploaded_image1_1597767126.jpg"
"1752680088-1389","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Babouches super royal","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2554476_uploaded_image1_1597767025.jpg"
"1752680088-1390","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures   homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2554127_uploaded_image1_1597759975.jpg"
"1752680088-1391","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures   homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2554110_uploaded_image1_1597759817.jpg"
"1752680088-1392","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures Adidas","20 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2552003_uploaded_image1_1597701008.jpg"
"1752680088-1393","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2551737_uploaded_image1_1597693117.jpg"
"1752680088-1394","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures  homme","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2550379_uploaded_image1_1597664901.jpg"
"1752680088-1395","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures   homme","17 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2550349_uploaded_image1_1597664484.jpg"
"1752680088-1396","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures mixtes","17 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2550008_uploaded_image1_1597659514.jpg"
"1752680088-1397","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures","1 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2548431_uploaded_image1_1597595997.jpg"
"1752680088-1398","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Uptempo","30 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2548166_uploaded_image1_1597586596.jpg"
"1752680088-1399","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Sandales homme","4 500CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2546951_uploaded_image1_1597529010.jpg"
"1752680088-1400","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2546758_uploaded_image1_1597522151.jpg"
"1752680088-1401","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures hommes","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2545864_uploaded_image1_1597497967.jpg"
"1752680088-1402","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Ndiass, Sénégal","https://images.coinafrique.com/thumb_2545765_uploaded_image1_1597495553.jpg"
"1752680088-1403","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets","25 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2544588_uploaded_image1_1597467827.jpg"
"1752680088-1404","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2544261_uploaded_image1_1597443143.jpg"
"1752680088-1405","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2543071_uploaded_image1_1597409669.jpg"
"1752680088-1406","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2543058_uploaded_image1_1597409489.jpg"
"1752680088-1407","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures boots","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2543053_uploaded_image1_1597409300.jpg"
"1752680088-1408","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures Vapormax","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2543023_uploaded_image1_1597408721.jpg"
"1752680088-1409","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures été","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2541091_uploaded_image1_1597345080.jpg"
"1752680088-1410","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2540153_uploaded_image1_1597326222.jpg"
"1752680088-1411","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Jordan One","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2540137_uploaded_image1_1597325915.jpg"
"1752680088-1412","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures Versace","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2539549_uploaded_image1_1597315596.jpg"
"1752680088-1413","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets homme","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537588_uploaded_image1_1597249683.jpg"
"1752680088-1414","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Air Max  270","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537554_uploaded_image1_1597249046.jpg"
"1752680088-1415","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Nike Air Max 270","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537539_uploaded_image1_1597248760.jpg"
"1752680088-1416","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Adidas  Air Max  270","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537524_uploaded_image1_1597248563.jpg"
"1752680088-1417","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Nike Air Max   270","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537509_uploaded_image1_1597248226.jpg"
"1752680088-1418","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Adidas","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537390_uploaded_image1_1597246269.jpg"
"1752680088-1419","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures nu-pieds","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537367_uploaded_image1_1597245654.jpg"
"1752680088-1420","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures hommes","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537364_uploaded_image1_1597245446.jpg"
"1752680088-1421","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537324_uploaded_image1_1597244786.jpg"
"1752680088-1422","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537313_uploaded_image1_1597244549.jpg"
"1752680088-1423","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2534583_uploaded_image1_1597166932.jpg"
"1752680088-1424","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Baskets Jordan 4 Homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2534577_uploaded_image1_1597166866.jpg"
"1752680088-1425","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Sandales","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2533919_uploaded_image1_1597154498.jpg"
"1752680088-1426","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures hommes","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2531971_uploaded_image1_1597106951.jpg"
"1752680088-1427","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Sandales en daim homme","8 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2531956_uploaded_image1_1597106325.jpg"
"1752680088-1428","https://sn.coinafrique.com/categorie/chaussures-homme?page=103","Chaussures d'été","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2531892_uploaded_image1_1597104054.jpg"
"1752680098-1429","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures   homme","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2624921_uploaded_image1_1600085011.jpg"
"1752680098-1430","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Sandales Nike","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2624638_uploaded_image1_1600079327.jpg"
"1752680098-1431","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2623338_uploaded_image1_1600017344.jpg"
"1752680098-1432","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets homme","10 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2623212_uploaded_image1_1600013248.jpg"
"1752680098-1433","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures hommes","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2622518_uploaded_image1_1599990626.jpg"
"1752680098-1434","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Alexandre Mc-queen","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2622168_uploaded_image2_1599953302.jpeg"
"1752680098-1435","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme - femme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2622158_uploaded_image1_1599952787.jpg"
"1752680098-1436","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","150 000 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2622131_uploaded_image1_1599951116.jpg"
"1752680098-1437","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Air force 1 Dior","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2616802_uploaded_image2_1599758008.jpeg"
"1752680098-1438","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures hommes","8 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2616759_uploaded_image2_1599756761.jpeg"
"1752680098-1439","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Sandales Louis Vuitton","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2616753_uploaded_image1_1599756643.jpg"
"1752680098-1440","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures hommes","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2616679_uploaded_image2_1599754842.jpeg"
"1752680098-1441","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Sandales Jordan","3 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2615625_uploaded_image1_1599733849.jpg"
"1752680098-1442","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Adidas Predator","40 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2614689_uploaded_image1_1599690065.jpg"
"1752680098-1443","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan 13","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2614255_uploaded_image1_1599678391.jpg"
"1752680098-1444","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan Rétro 10","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2614240_uploaded_image1_1599677704.jpg"
"1752680098-1445","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures hommes","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2612842_uploaded_image1_1599649300.jpg"
"1752680098-1446","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Dior","35 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2610465_uploaded_image1_1599573348.jpg"
"1752680098-1447","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike Air 270 React","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2610450_uploaded_image1_1599573188.jpg"
"1752680098-1448","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2609573_uploaded_image1_1599557560.jpg"
"1752680098-1449","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2609569_uploaded_image1_1599557490.jpg"
"1752680098-1450","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2609567_uploaded_image1_1599557443.jpg"
"1752680098-1451","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures hommes","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2609559_uploaded_image1_1599557233.jpg"
"1752680098-1452","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2609553_uploaded_image1_1599557078.jpg"
"1752680098-1453","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2608669_uploaded_image1_1599515897.jpg"
"1752680098-1454","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike Air Force 1","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607764_uploaded_image1_1599493276.jpg"
"1752680098-1455","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Air force 1","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607750_uploaded_image1_1599492935.jpg"
"1752680098-1456","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Air force 1","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607747_uploaded_image1_1599492831.jpg"
"1752680098-1457","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Air force 1","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607742_uploaded_image1_1599492713.jpg"
"1752680098-1458","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan 1","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607729_uploaded_image2_1599492535.jpeg"
"1752680098-1459","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan 1","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607717_uploaded_image1_1599492398.jpg"
"1752680098-1460","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike Homme","10 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607580_uploaded_image1_1599489541.jpg"
"1752680098-1461","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures cuir huile homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2606426_uploaded_image1_1599464687.jpg"
"1752680098-1462","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures hommes","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2605301_uploaded_image1_1599410038.jpg"
"1752680098-1463","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2603731_uploaded_image1_1599335519.jpg"
"1752680098-1464","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2603446_uploaded_image1_1599325618.jpg"
"1752680098-1465","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2603272_uploaded_image1_1599321203.jpg"
"1752680098-1466","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2602946_uploaded_image1_1599312553.jpg"
"1752680098-1467","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures FFB","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2601656_uploaded_image1_1599258387.jpg"
"1752680098-1468","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2601449_uploaded_image1_1599253435.jpg"
"1752680098-1469","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2600977_uploaded_image1_1599239653.jpg"
"1752680098-1470","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","17 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2600515_uploaded_image1_1599227571.jpg"
"1752680098-1471","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Mocassins Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2599894_uploaded_image1_1599213544.jpg"
"1752680098-1472","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","17 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2599387_uploaded_image1_1599182594.jpg"
"1752680098-1473","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2598963_uploaded_image1_1599168576.jpg"
"1752680098-1474","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2598958_uploaded_image1_1599168523.jpg"
"1752680098-1475","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2598955_uploaded_image1_1599168475.jpg"
"1752680098-1476","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2598330_uploaded_image1_1599150639.jpg"
"1752680098-1477","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan One Mid","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2596585_uploaded_image1_1599113290.jpg"
"1752680098-1478","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Air Dior Jordan One","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2596561_uploaded_image1_1599112553.jpg"
"1752680098-1479","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan One","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2596551_uploaded_image1_1599112247.jpg"
"1752680098-1480","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan One Fearless","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2596540_uploaded_image1_1599111925.jpg"
"1752680098-1481","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan one travis scoot","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2596527_uploaded_image1_1599111473.jpg"
"1752680098-1482","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2596526_uploaded_image1_1599111362.jpg"
"1752680098-1483","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan One Low Paris","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2596524_uploaded_image1_1599111147.jpg"
"1752680098-1484","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2595885_uploaded_image1_1599078928.jpg"
"1752680098-1485","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Sandales homme","3 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2595742_uploaded_image1_1599075576.jpg"
"1752680098-1486","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Wallabez","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2594485_uploaded_image1_1599048389.jpg"
"1752680098-1487","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike Zoom","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2594473_uploaded_image1_1599048294.jpg"
"1752680098-1488","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Vans","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2594432_uploaded_image1_1599047864.jpg"
"1752680098-1489","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike Vapormax","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2593708_uploaded_image1_1599036206.jpg"
