web-scraper-order,web-scraper-start-url,Type_Chaussures,Prix,Adresse,Image_lien-src
"1752679922-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2358161_uploaded_image1_1593298915.jpg"
"1752679922-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2358151_uploaded_image1_1593298807.jpg"
"1752679922-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","11 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2358137_uploaded_image1_1593298700.jpg"
"1752679922-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","11 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2358134_uploaded_image1_1593298660.jpg"
"1752679922-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","11 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2358130_uploaded_image1_1593298615.jpg"
"1752679922-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357862_uploaded_image1_1593293211.jpg"
"1752679922-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357798_uploaded_image1_1593292193.jpg"
"1752679922-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357792_uploaded_image1_1593292119.jpg"
"1752679922-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357775_uploaded_image1_1593291884.jpg"
"1752679922-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357762_uploaded_image1_1593291721.jpg"
"1752679922-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","27 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357754_uploaded_image1_1593291626.jpg"
"1752679922-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air Force One","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357731_uploaded_image1_1593291165.jpg"
"1752679922-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","30 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357722_uploaded_image1_1593291050.jpg"
"1752679922-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Basket Adidas","17 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357715_uploaded_image1_1593290933.jpg"
"1752679922-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","17 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357709_uploaded_image1_1593290858.jpg"
"1752679922-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357573_uploaded_image1_1593286971.jpg"
"1752679922-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Vans","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357564_uploaded_image1_1593286835.jpg"
"1752679922-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357562_uploaded_image1_1593286808.jpg"
"1752679922-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Mc Queen","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357547_uploaded_image1_1593286570.jpg"
"1752679922-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357544_uploaded_image1_1593286530.jpg"
"1752679922-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357541_uploaded_image1_1593286485.jpg"
"1752679922-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357539_uploaded_image1_1593286445.jpg"
"1752679922-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Mc queen","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357538_uploaded_image1_1593286406.jpg"
"1752679922-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357536_uploaded_image1_1593286360.jpg"
"1752679922-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357534_uploaded_image1_1593286315.jpg"
"1752679922-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357471_uploaded_image1_1593285151.jpg"
"1752679922-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins daim","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357465_uploaded_image1_1593285039.jpg"
"1752679922-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357320_uploaded_image1_1593282228.jpg"
"1752679922-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357317_uploaded_image1_1593282191.jpg"
"1752679922-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Plastic","2 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_2357288_uploaded_image1_1593281693.jpg"
"1752679922-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Nike","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357028_uploaded_image1_1593277607.jpg"
"1752679922-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Reebok","12 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2356935_uploaded_image1_1593275609.jpg"
"1752679922-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air Jordan Retro 13","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356856_uploaded_image1_1593274369.jpg"
"1752679922-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Rétro 4 Jordan","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356833_uploaded_image1_1593273907.jpg"
"1752679922-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Basket Nike Air Jordan 4 Retro","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356829_uploaded_image1_1593273834.jpg"
"1752679922-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan One","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356824_uploaded_image1_1593273698.jpg"
"1752679922-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Nike","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356499_uploaded_image1_1593269807.jpg"
"1752679922-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Nike","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356492_uploaded_image1_1593269736.jpg"
"1752679922-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Tapettes homme","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2356168_uploaded_image1_1593265958.jpg"
"1752679922-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355595_uploaded_image1_1593258932.jpg"
"1752679922-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas Yeezy","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355590_uploaded_image1_1593258891.jpg"
"1752679922-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355584_uploaded_image1_1593258836.jpg"
"1752679922-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Asics","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355582_uploaded_image1_1593258806.jpg"
"1752679922-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Timberland","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355576_uploaded_image1_1593258752.jpg"
"1752679922-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Timberland","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355571_uploaded_image1_1593258719.jpg"
"1752679922-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355565_uploaded_image1_1593258668.jpg"
"1752679922-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Puma","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355560_uploaded_image1_1593258627.jpg"
"1752679922-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas Yeezy","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355556_uploaded_image1_1593258590.jpg"
"1752679922-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355549_uploaded_image1_1593258539.jpg"
"1752679922-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Dior","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355540_uploaded_image1_1593258480.jpg"
"1752679922-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 720","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355537_uploaded_image1_1593258438.jpg"
"1752679922-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355529_uploaded_image1_1593258403.jpg"
"1752679922-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355524_uploaded_image1_1593258365.jpg"
"1752679922-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355520_uploaded_image1_1593258324.jpg"
"1752679922-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 720","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355514_uploaded_image1_1593258279.jpg"
"1752679922-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike 730","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355511_uploaded_image1_1593258242.jpg"
"1752679922-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355506_uploaded_image1_1593258208.jpg"
"1752679922-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355505_uploaded_image1_1593258167.jpg"
"1752679922-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355501_uploaded_image1_1593258125.jpg"
"1752679922-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355497_uploaded_image1_1593258085.jpg"
"1752679922-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355492_uploaded_image1_1593258006.jpg"
"1752679922-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355487_uploaded_image1_1593257956.jpg"
"1752679922-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355485_uploaded_image1_1593257921.jpg"
"1752679922-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355481_uploaded_image1_1593257880.jpg"
"1752679922-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355023_uploaded_image1_1593252447.jpg"
"1752679922-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355016_uploaded_image1_1593252411.jpg"
"1752679922-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Puma","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354990_uploaded_image1_1593252044.jpg"
"1752679922-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354988_uploaded_image1_1593252002.jpg"
"1752679922-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures All Star","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354936_uploaded_image1_1593251096.jpg"
"1752679922-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354935_uploaded_image1_1593251063.jpg"
"1752679922-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354934_uploaded_image1_1593251029.jpg"
"1752679922-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354931_uploaded_image1_1593250998.jpg"
"1752679922-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354921_uploaded_image1_1593250759.jpg"
"1752679922-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354919_uploaded_image1_1593250715.jpg"
"1752679922-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354906_uploaded_image1_1593250444.jpg"
"1752679922-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures All Star Converse","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353603_uploaded_image1_1593216121.jpg"
"1752679922-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan Rétro 4","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353599_uploaded_image1_1593216032.jpg"
"1752679922-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353571_uploaded_image1_1593215519.jpg"
"1752679922-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353569_uploaded_image1_1593215480.jpg"
"1752679922-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353567_uploaded_image1_1593215442.jpg"
"1752679922-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353557_uploaded_image1_1593215306.jpg"
"1752679922-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353550_uploaded_image2_1593215208.jpeg"
"1752679922-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan 6 Jeans","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353511_uploaded_image1_1593214573.jpg"
"1752679922-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Yeezy 500 pour femme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353493_uploaded_image1_1593214310.jpg"
"1752679933-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2366841_uploaded_image1_1593449960.jpg"
"1752679933-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Nike","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2366833_uploaded_image1_1593449917.jpg"
"1752679933-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2366796_uploaded_image1_1593449632.jpg"
"1752679933-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2366696_uploaded_image1_1593448787.jpg"
"1752679933-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Adidas","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2366693_uploaded_image1_1593448752.jpg"
"1752679933-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2366684_uploaded_image1_1593448689.jpg"
"1752679933-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2366401_uploaded_image1_1593445739.jpg"
"1752679933-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2366391_uploaded_image1_1593445643.jpg"
"1752679933-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Gucci","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2365291_uploaded_image1_1593433840.jpg"
"1752679933-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Babouches homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2365144_uploaded_image1_1593432687.jpg"
"1752679933-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2365044_uploaded_image1_1593431985.jpg"
"1752679933-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364592_uploaded_image1_1593427700.jpg"
"1752679933-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Sébago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364543_uploaded_image1_1593427372.jpg"
"1752679933-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364532_uploaded_image1_1593427290.jpg"
"1752679933-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Wallabies","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364527_uploaded_image1_1593427244.jpg"
"1752679933-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2363945_uploaded_image1_1593420415.jpg"
"1752679933-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2363934_uploaded_image1_1593420350.jpg"
"1752679933-102","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Lebron 17","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2363222_uploaded_image2_1593409435.jpeg"
"1752679933-103","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures rasées","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2363044_uploaded_image1_1593392891.jpg"
"1752679933-104","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures à talon rasé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2363039_uploaded_image1_1593392838.jpg"
"1752679933-105","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures à talon rasé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2363038_uploaded_image1_1593392782.jpg"
"1752679933-106","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures hommes","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362960_uploaded_image1_1593391035.jpg"
"1752679933-107","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362880_uploaded_image1_1593389089.jpg"
"1752679933-108","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1752679933-109","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Sebago","11 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362710_uploaded_image1_1593386513.jpg"
"1752679933-110","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362593_uploaded_image1_1593385010.jpg"
"1752679933-111","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362584_uploaded_image1_1593384838.jpg"
"1752679933-112","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Adidas Gazelle","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362206_uploaded_image1_1593378737.jpg"
"1752679933-113","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Adidas Gazelle","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362203_uploaded_image1_1593378702.jpg"
"1752679933-114","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike TN","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362192_uploaded_image1_1593378575.jpg"
"1752679933-115","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Air Nike","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362121_uploaded_image1_1593377546.jpg"
"1752679933-116","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike 720","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362114_uploaded_image1_1593377459.jpg"
"1752679933-117","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets LeBron James","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362034_uploaded_image1_1593376659.jpg"
"1752679933-118","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets LeBron James","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362031_uploaded_image1_1593376619.jpg"
"1752679933-119","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets tout-terrain","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362022_uploaded_image1_1593376545.jpg"
"1752679933-120","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Puma","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362014_uploaded_image1_1593376468.jpg"
"1752679933-121","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Zoom","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362011_uploaded_image1_1593376438.jpg"
"1752679933-122","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Mocassins daim","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362010_uploaded_image1_1593376409.jpg"
"1752679933-123","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Zoom","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2362006_uploaded_image1_1593376361.jpg"
"1752679933-124","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Adidas Topanga","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361992_uploaded_image1_1593376224.jpg"
"1752679933-125","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361988_uploaded_image1_1593376142.jpg"
"1752679933-126","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Zoom","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361986_uploaded_image1_1593376115.jpg"
"1752679933-127","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Wallabies cuir","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361983_uploaded_image1_1593376092.jpg"
"1752679933-128","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Air Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361977_uploaded_image1_1593376055.jpg"
"1752679933-129","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361956_uploaded_image1_1593375767.jpg"
"1752679933-130","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Adidas Yeezy","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361953_uploaded_image1_1593375734.jpg"
"1752679933-131","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Adidas Yeezy","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361951_uploaded_image1_1593375700.jpg"
"1752679933-132","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361945_uploaded_image1_1593375662.jpg"
