categorie,type,prix,adresse,image_lien,prix_brut,prix_numerique,a_prix,a_image
Vêtements Enfants,Robes Enfants,10 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg,10 000CFA,10000.0,True,True
Vêtements Enfants,Robes En Basin Enfants,10 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg,10 000CFA,10000.0,True,True
Vêtements Enfants,Robes Basine Et Brodé Enfant,10 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg,10 000CFA,10000.0,True,True
Vêtements Enfants,Robes Enfant Basin Et Brodé,10 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg,10 000CFA,10000.0,True,True
Vêtements Enfants,Vêtements Enfants,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4659704_uploaded_image1_1711412034.jpg,7 000CFA,7000.0,True,True
Vêtements Enfants,Ensemble Robe Enfants,5 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Vêtements Enfants,5 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4659699_uploaded_image1_1711411751.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Ensemble Pour Enfants,5 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4659694_uploaded_image1_1711411367.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Pantalons Enfant,6 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4659691_uploaded_image1_1711411286.jpg,6 000CFA,6000.0,True,True
Vêtements Enfants,Robe Turquie  Enfants,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4653806_uploaded_image1_1711066086.jpg,7 000CFA,7000.0,True,True
Vêtements Enfants,Djellaba Enfant,6 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg,6 000CFA,6000.0,True,True
Vêtements Enfants,Ensemble 3 Pièces  Enfants,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4651598_uploaded_image1_1710949536.jpg,20 000CFA,20000.0,True,True
Vêtements Enfants,Vetements Enfant,10 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg,10 000CFA,10000.0,True,True
Vêtements Enfants,Djellaba Enfant,13 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg,13 000CFA,13000.0,True,True
Vêtements Enfants,Ensemble  Enfants,13 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4643810_uploaded_image1_1710528700.jpg,13 000CFA,13000.0,True,True
Vêtements Enfants,Robe Enfant,5 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Robe Enfant,4 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4686597_uploaded_image1_1712843301.jpg,4 000CFA,4000.0,True,True
Vêtements Enfants,Vêtements Enfants,3 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4686588_uploaded_image1_1712843043.jpg,3 000CFA,3000.0,True,True
Vêtements Enfants,Vêtements Enfants,1 700CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4686576_uploaded_image1_1712842903.jpg,1 700CFA,1700.0,True,True
Vêtements Enfants,Vêtements Enfants,1 500CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4686563_uploaded_image1_1712842706.jpg,1 500CFA,1500.0,True,True
Vêtements Enfants,Djellaba Enfant,18 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg,18 000CFA,18000.0,True,True
Vêtements Enfants,Djellaba Enfant,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Vêtements Enfant,9 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg,9 500CFA,9500.0,True,True
Vêtements Enfants,Djellaba Enfants,20 000CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg,20 000CFA,20000.0,True,True
Vêtements Enfants,Silip Enfants,2 500CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4672209_uploaded_image1_1712088527.jpg,2 500CFA,2500.0,True,True
Vêtements Enfants,Pack Jelleba Pour Enfant,15 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4655936_uploaded_image1_1711198926.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Djellaba Enfant,5 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4608935_uploaded_image1_1708714886.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Robe Femme,15 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4652500_uploaded_image1_1711013502.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Robe Fille,15 000CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4651732_uploaded_image1_1710953991.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Djellaba Enfants,12 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4600870_uploaded_image1_1708347775.jpg,12 000CFA,12000.0,True,True
Vêtements Enfants,Vêtements Bébé,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4624772_uploaded_image2_1709562313.jpeg,Prix sur demande,,False,True
Vêtements Enfants,Grenouillère,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4623255_uploaded_image2_1709484828.jpeg,Prix sur demande,,False,True
Vêtements Enfants,Tenue Anniversaire Enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4623058_uploaded_image1_1709473724.jpg,Prix sur demande,,False,True
Vêtements Enfants,Robes Enfant,15 000CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4623032_uploaded_image1_1709472242.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Ensemble Filles,5 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4615094_uploaded_image1_1709070182.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Coffret Naissance,15 000CFA,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4608080_uploaded_image1_1708687411.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Robe Enfant,9 000CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4607426_uploaded_image1_1708642698.jpg,9 000CFA,9000.0,True,True
Vêtements Enfants,Grenouillère,3 500CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4606506_uploaded_image1_1708607013.jpg,3 500CFA,3500.0,True,True
Vêtements Enfants,Pantalon Friperie Enfants,3 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4604387_uploaded_image1_1708513793.jpg,3 000CFA,3000.0,True,True
Vêtements Enfants,Pantalon Enfant Friperie,3 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4604378_uploaded_image1_1708513583.jpg,3 000CFA,3000.0,True,True
Vêtements Enfants,Blouson Enfants,8 500CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4556181_uploaded_image1_1705852562.jpg,8 500CFA,8500.0,True,True
Vêtements Enfants,Robe Bébé 0 - 9 Mois,2 000CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4588746_uploaded_image1_1707650951.jpg,2 000CFA,2000.0,True,True
Vêtements Enfants,Vêtements Pour Bébé,500CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4585357_uploaded_image1_1707428281.jpg,500CFA,500.0,True,True
Vêtements Enfants,Ensemble Blouson Pour Fille,4 000CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4577293_uploaded_image1_1707012822.jpg,4 000CFA,4000.0,True,True
Vêtements Enfants,Vêtement Enfant,8 500CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4571573_uploaded_image1_1706729137.jpg,8 500CFA,8500.0,True,True
Vêtements Enfants,Vêtement Enfant,10 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4571564_uploaded_image1_1706728937.jpg,10 000CFA,10000.0,True,True
Vêtements Enfants,Vetements  Enfants,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg,8 000CFA,8000.0,True,True
Vêtements Enfants,Ensemble Enfant,6 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg,6 000CFA,6000.0,True,True
Vêtements Enfants,Vetement Enfants,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg,8 000CFA,8000.0,True,True
Vêtements Enfants,Vêtements Enfants,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4510416_uploaded_image1_1703253068.jpg,8 000CFA,8000.0,True,True
Vêtements Enfants,Blouson Pour Enfant 4 - 15 Ans,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4505009_uploaded_image1_1702930372.jpg,8 000CFA,8000.0,True,True
Vêtements Enfants,Ensemble Blouson Pour Fille,5 500CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4538922_uploaded_image1_1704933290.jpg,5 500CFA,5500.0,True,True
Vêtements Enfants,Blouson Pour Fille,6 000CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4527014_uploaded_image1_1704375688.jpg,6 000CFA,6000.0,True,True
Vêtements Enfants,Pull Enfant Avec Capuche,5 000CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4522850_uploaded_image1_1704190687.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Pull Pour Enfant,5 000CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4522837_uploaded_image1_1704190481.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Friperie Enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4517974_uploaded_image2_1703783715.jpeg,Prix sur demande,,False,True
Vêtements Enfants,Blouson Enfant,5 000CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4511874_uploaded_image1_1703350100.jpg,5 000CFA,5000.0,True,True
Vêtements Enfants,Blouson Enfant,5 500CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4511870_uploaded_image1_1703349818.jpg,5 500CFA,5500.0,True,True
Vêtements Enfants,Ensemble Enfants 2 - 6Ans,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4464056_uploaded_image1_1700401019.jpg,8 000CFA,8000.0,True,True
Vêtements Enfants,Ensemble Enfant,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4455065_uploaded_image1_1699814184.jpg,Prix sur demande,,False,True
Vêtements Enfants,Ensemble Veste Pour Enfant,23 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg,23 000CFA,23000.0,True,True
Vêtements Enfants,Slips Enfants,7 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4467057_uploaded_image1_1700591564.jpg,7 000CFA,7000.0,True,True
Vêtements Enfants,Polos  Lacoste Enfants,4 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4394815_uploaded_image1_1695942580.jpg,4 500CFA,4500.0,True,True
Vêtements Enfants,Vêtement Enfant,4 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4394813_uploaded_image1_1695942485.jpg,4 500CFA,4500.0,True,True
Vêtements Enfants,Jeans  Pour Enfants,6 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4397937_uploaded_image1_1696183097.jpg,6 000CFA,6000.0,True,True
Vêtements Enfants,Robe Enfant,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Robe De Prière Enfant,2 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4421455_uploaded_image1_1697627353.jpg,2 500CFA,2500.0,True,True
Vêtements Enfants,Bambinerie Enfant,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4416818_uploaded_image3_1697296868.jpeg,Prix sur demande,,False,True
Vêtements Enfants,Pantalon Pour Enfants,2 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4405127_uploaded_image1_1696582094.jpg,2 500CFA,2500.0,True,True
Vêtements Enfants,Polo Lacoste Enfant,1 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4405119_uploaded_image1_1696581900.jpg,1 500CFA,1500.0,True,True
Vêtements Enfants,Ensemble Enfant,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg,13 000CFA,13000.0,True,True
Vêtements Enfants,Ensemble 2 Pièces Pour Fille,14 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4402284_uploaded_image1_1696423054.jpg,14 000CFA,14000.0,True,True
Vêtements Enfants,Vêtements Fille,4 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4350530_uploaded_image1_1692994986.jpg,4 000CFA,4000.0,True,True
Vêtements Enfants,Short Enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4381693_uploaded_image1_1695062191.jpg,Prix sur demande,,False,True
Vêtements Enfants,Robe Enfant,9 300CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4342288_uploaded_image1_1692460517.jpg,9 300CFA,9300.0,True,True
Vêtements Enfants,Vêtements Enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4375138_uploaded_image1_1694611073.jpg,Prix sur demande,,False,True
Vêtements Enfants,Vêtement Enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4375129_uploaded_image1_1694610764.jpg,Prix sur demande,,False,True
Vêtements Enfants,Vêtements Friperies  Enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4375124_uploaded_image1_1694610661.jpg,Prix sur demande,,False,True
Vêtements Enfants,Ensemble Vêtement Enfant,15 300CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4340725_uploaded_image1_1692365333.jpg,15 300CFA,15300.0,True,True
Vêtements Enfants,T-Shirt,9 000CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4340716_uploaded_image1_1692364927.jpg,9 000CFA,9000.0,True,True
Vêtements Enfants,Vêtement Enfant,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4333845_uploaded_image1_1691951676.jpg,6 500CFA,6500.0,True,True
Vêtements Enfants,Vêtement Enfants,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330580_uploaded_image1_1691701473.jpg,6 500CFA,6500.0,True,True
Vêtements Enfants,Vêtement  Enfant,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330576_uploaded_image1_1691701385.jpg,Prix sur demande,,False,True
Vêtements Enfants,Maillot Enfant,2 000CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4344836_uploaded_image1_1692651906.jpg,2 000CFA,2000.0,True,True
Vêtements Enfants,Vêtements Enfants,2 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4314416_uploaded_image1_1690724018.jpg,2 000CFA,2000.0,True,True
Vêtements Enfants,Couette Bébé,Prix sur demande,"Hlm, Dakar, Sénégal",https://images.coinafrique.com/thumb_4338195_uploaded_image1_1692223604.jpg,Prix sur demande,,False,True
Vêtements Enfants,Djellaba Enfants,8 500CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4288629_uploaded_image1_1688997320.jpg,8 500CFA,8500.0,True,True
Vêtements Enfants,Pyjama Bébé,6 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4316063_uploaded_image2_1690843428.jpeg,6 000CFA,6000.0,True,True
Vêtements Enfants,Culotte Berksha Enfant,15 000CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4304204_uploaded_image1_1690023768.jpg,15 000CFA,15000.0,True,True
Vêtements Enfants,Ensemble Pour Enfants,10 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267915_uploaded_image1_1687523597.jpg,10 000CFA,10000.0,True,True
Vêtements Enfants,Pantalon En Coton,6 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4284180_uploaded_image2_1688677380.jpeg,6 500CFA,6500.0,True,True
