categorie,type,prix,adresse,image_lien,prix_brut,prix_numerique,a_prix,a_image
Chaussures Enfants,Chaussures Enfant,6 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4351183_uploaded_image1_1693054139.jpg,6 000CFA,6000.0,True,True
Chaussures Enfants,Chaussures Enfant - 7 Paires,15 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg,15 000CFA,15000.0,True,True
Chaussures Enfants,Chaussures Enfant,18 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4327769_uploaded_image1_1691537125.jpg,18 000CFA,18000.0,True,True
Chaussures Enfants,Chaussures Enfant,5 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287055_uploaded_image1_1688860044.jpg,5 000CFA,5000.0,True,True
Chaussures Enfants,Chaussures Enfant,Prix sur demande,"Hlm, Dakar, Sénégal",https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg,Prix sur demande,,False,True
Chaussures Enfants,Chaussures Enfants,Prix sur demande,"Hlm, Dakar, Sénégal",https://images.coinafrique.com/thumb_4173844_uploaded_image1_1681305896.jpg,Prix sur demande,,False,True
Chaussures Enfants,Baskets Enfant  Jordan,20 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg,20 000CFA,20000.0,True,True
Chaussures Enfants,Chaussures Bébé,2 000CFA,"Hlm, Dakar, Sénégal",https://images.coinafrique.com/thumb_4187241_uploaded_image1_1682255769.jpg,2 000CFA,2000.0,True,True
Chaussures Enfants,Chaussures Bébé,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4187188_uploaded_image1_1682250705.jpg,Prix sur demande,,False,True
Chaussures Enfants,Ballerines  Enfant,7 500CFA,"Sicap Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4175703_uploaded_image1_1681413005.jpg,7 500CFA,7500.0,True,True
Chaussures Enfants,Chaussures  Enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4140244_uploaded_image1_1679226845.jpg,Prix sur demande,,False,True
Chaussures Enfants,Chaussures Enfants Friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4140242_uploaded_image1_1679226795.jpg,Prix sur demande,,False,True
Chaussures Enfants,Crampons Pour Enfant,12 000CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4101596_uploaded_image1_1676845748.jpg,12 000CFA,12000.0,True,True
Chaussures Enfants,Chaussures Enfant,2 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4139946_uploaded_image1_1679215303.jpg,2 000CFA,2000.0,True,True
Chaussures Enfants,Chaussures  Enfant,2 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4139933_uploaded_image1_1679181631.jpg,2 000CFA,2000.0,True,True
Chaussures Enfants,Chaussures Enfants,12 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111498_uploaded_image1_1677508687.jpg,12 000CFA,12000.0,True,True
Chaussures Enfants,Bottes Fourrées Fille,13 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4110432_uploaded_image1_1677428890.jpg,13 000CFA,13000.0,True,True
Chaussures Enfants,Baskets Enfant,20 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4096757_uploaded_image1_1676513509.jpg,20 000CFA,20000.0,True,True
Chaussures Enfants,Chaussures Enfant,5 500CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4059363_uploaded_image1_1674301059.jpg,5 500CFA,5500.0,True,True
Chaussures Enfants,Chaussures  Enfant,20 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4081818_uploaded_image1_1675653272.jpg,20 000CFA,20000.0,True,True
Chaussures Enfants,Chaussures Enfant,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4028219_uploaded_image1_1672405449.jpg,10 000CFA,10000.0,True,True
Chaussures Enfants,Pantoufles,7 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4060976_uploaded_image1_1674416715.jpg,7 000CFA,7000.0,True,True
Chaussures Enfants,Chaussure Jordan Enfant,7 500CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4040246_uploaded_image1_1673189828.jpg,7 500CFA,7500.0,True,True
Chaussures Enfants,Chaussures Enfants,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg,20 000CFA,20000.0,True,True
Chaussures Enfants,Chaussures Crocs,6 000CFA,"Hlm, Dakar, Sénégal",https://images.coinafrique.com/thumb_4038403_uploaded_image1_1673050094.jpg,6 000CFA,6000.0,True,True
Chaussures Enfants,Chaussures Enfant Friperie,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4000084_uploaded_image1_1670513545.jpg,7 000CFA,7000.0,True,True
Chaussures Enfants,Baskets Enfant Friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg,Prix sur demande,,False,True
Chaussures Enfants,Baskets Enfant,20 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg,20 000CFA,20000.0,True,True
Chaussures Enfants,Chaussures Enfants,20 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg,20 000CFA,20000.0,True,True
Chaussures Enfants,Chaussure Enfants,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3920803_uploaded_image1_1665775387.jpg,15 000CFA,15000.0,True,True
Chaussures Enfants,Chaussures Enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3897399_uploaded_image1_1664399172.jpg,Prix sur demande,,False,True
Chaussures Enfants,Chaussures Crocs,3 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg,3 000CFA,3000.0,True,True
Chaussures Enfants,Chaussures Enfants,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3887647_uploaded_image1_1663793770.jpg,Prix sur demande,,False,True
Chaussures Enfants,Chaussures Enfants,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3886285_uploaded_image1_1663727518.jpg,15 000CFA,15000.0,True,True
Chaussures Enfants,Chaussures Filles,6 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3869546_uploaded_image1_1662655575.jpg,6 000CFA,6000.0,True,True
Chaussures Enfants,Chaussures Fille,3 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3853482_uploaded_image1_1661882915.jpg,3 000CFA,3000.0,True,True
Chaussures Enfants,Chaussures Fille,2 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3853480_uploaded_image1_1661882766.jpg,2 500CFA,2500.0,True,True
Chaussures Enfants,Baskets Enfant,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg,12 000CFA,12000.0,True,True
Chaussures Enfants,Chaussures Enfants,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3804708_uploaded_image1_1659095376.jpg,5 000CFA,5000.0,True,True
Chaussures Enfants,Chaussures Enfants,10 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3824846_uploaded_image1_1660191219.jpg,10 000CFA,10000.0,True,True
Chaussures Enfants,Sandales Africaines Enfants,1 500CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3778619_uploaded_image1_1657354885.jpg,1 500CFA,1500.0,True,True
Chaussures Enfants,Chaussures Enfants,7 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg,7 000CFA,7000.0,True,True
Chaussures Enfants,Chaussures Enfant,12 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3771424_uploaded_image1_1656942212.jpg,12 500CFA,12500.0,True,True
Chaussures Enfants,Claquettes Enfant,1 250CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg,1 250CFA,1250.0,True,True
Chaussures Enfants,Chaussures Bébé,1 500CFA,"Hlm, Dakar, Sénégal",https://images.coinafrique.com/thumb_3704967_uploaded_image1_1653083833.jpg,1 500CFA,1500.0,True,True
Chaussures Enfants,Chaussures Enfants,10 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg,10 000CFA,10000.0,True,True
Chaussures Enfants,Chaussures Enfants,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3699436_uploaded_image1_1652782683.jpg,13 000CFA,13000.0,True,True
Chaussures Enfants,Baskets Enfant,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3690626_uploaded_image1_1652255965.jpg,15 000CFA,15000.0,True,True
