web-scraper-order,web-scraper-start-url,Type_Habit,Prix,Adresse,Image_lien-src
"1752683782-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenues enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724060_uploaded_image1_1562587746.67.png"
"1752683782-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724057_uploaded_image1_1562587700.41.png"
"1752683782-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724054_uploaded_image1_1562587650.41.png"
"1752683782-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724052_uploaded_image1_1562587604.4.png"
"1752683782-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724047_uploaded_image1_1562587553.26.png"
"1752683782-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Ensemble pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724043_uploaded_image1_1562587503.48.png"
"1752683782-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Ensemble costume enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724000_uploaded_image1_1562587045.77.png"
"1752683782-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Ensemble costume enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_723992_uploaded_image1_1562586931.16.png"
"1752683786-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe pour enfants","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799192_uploaded_image1_1564585177.98.png"
"1752683786-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes pour enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799190_uploaded_image1_1564585120.62.png"
"1752683786-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_794850_uploaded_image1_1564483781.69.png"
"1752683786-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume Enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_789093_uploaded_image1_1564310873.21.png"
"1752683786-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_780901_uploaded_image1_1564061950.08.png"
"1752683786-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble pour enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_780854_uploaded_image1_1564061441.75.png"
"1752683786-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble Biberon 5 Pièces de Garçons en Bleu - à partir de ...","1 900CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_777756_uploaded_image1_1563987300.49.png"
"1752683786-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777530_uploaded_image1_1563983540.87.png"
"1752683786-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777518_uploaded_image1_1563983306.57.png"
"1752683786-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777499_uploaded_image1_1563983051.01.png"
"1752683786-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe fillette","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777479_uploaded_image1_1563982898.84.png"
"1752683786-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe fillette","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777474_uploaded_image1_1563982835.05.png"
"1752683786-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777469_uploaded_image1_1563982780.11.png"
"1752683786-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777455_uploaded_image1_1563982643.5.png"
"1752683786-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777414_uploaded_image1_1563982287.77.png"
"1752683786-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements pour enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777403_uploaded_image1_1563982192.33.png"
"1752683786-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777221_uploaded_image1_1563980200.54.png"
"1752683786-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe petite fille","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777193_uploaded_image1_1563979627.11.png"
"1752683786-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777133_uploaded_image1_1563978827.04.png"
"1752683786-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777129_uploaded_image1_1563978782.04.png"
"1752683786-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777120_uploaded_image1_1563978720.19.png"
"1752683786-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777117_uploaded_image1_1563978670.23.png"
"1752683786-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777111_uploaded_image1_1563978617.41.png"
"1752683786-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777045_uploaded_image1_1563977929.01.png"
"1752683786-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777036_uploaded_image1_1563977800.29.png"
"1752683786-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777032_uploaded_image1_1563977727.75.png"
"1752683786-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777027_uploaded_image1_1563977675.97.png"
"1752683786-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777023_uploaded_image1_1563977622.42.png"
"1752683786-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777019_uploaded_image1_1563977556.39.png"
"1752683786-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777015_uploaded_image1_1563977489.37.png"
"1752683786-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777013_uploaded_image1_1563977453.51.png"
"1752683786-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777011_uploaded_image1_1563977395.81.png"
"1752683786-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_776960_uploaded_image1_1563976874.21.png"
"1752683786-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_776951_uploaded_image1_1563976809.34.png"
"1752683786-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776102_uploaded_image1_1563966374.5.png"
"1752683786-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776078_uploaded_image1_1563965884.05.png"
"1752683786-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776065_uploaded_image1_1563965793.55.png"
"1752683786-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_774845_uploaded_image1_1563929744.94.png"
"1752683786-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes pour enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_774840_uploaded_image1_1563929589.59.png"
"1752683786-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_774806_uploaded_image1_1563928347.37.png"
"1752683786-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_774803_uploaded_image1_1563928268.84.png"
"1752683786-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Habillement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772978_uploaded_image1_1563889449.35.png"
"1752683786-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772928_uploaded_image1_1563888978.63.png"
"1752683786-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772900_uploaded_image1_1563888684.79.png"
"1752683786-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tee-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_772515_uploaded_image1_1563884937.81.png"
"1752683786-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_770101_uploaded_image1_1563822944.92.png"
"1752683786-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_766924_uploaded_image1_1563733037.86.png"
"1752683786-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_766156_uploaded_image1_1563699576.64.png"
"1752683786-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume Enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_766149_uploaded_image1_1563699401.63.png"
"1752683786-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_765642_uploaded_image1_1563665910.22.png"
"1752683786-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Djellaba Enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_765640_uploaded_image1_1563665850.78.png"
"1752683786-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Djellaba Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_765637_uploaded_image1_1563665776.21.png"
"1752683786-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_762906_uploaded_image1_1563574544.52.png"
"1752683786-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe avec sacoche","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760606_uploaded_image1_1563527782.19.png"
"1752683786-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble chic pour bébé","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_760600_uploaded_image1_1563527705.83.png"
"1752683786-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble fille","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760599_uploaded_image1_1563527651.42.png"
"1752683786-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe avec petite traîne","12 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_760597_uploaded_image1_1563527596.64.png"
"1752683786-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760595_uploaded_image1_1563527531.24.png"
"1752683786-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Joggings filles","3 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760586_uploaded_image1_1563527322.48.png"
"1752683786-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes toute mimi pour enfants","10 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_1011525_uploaded_image1_1569956572.46.jpg"
"1752683786-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe brodée enfant","12 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_1011523_uploaded_image1_1569956567.47.jpg"
"1752683786-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Jolies robes en wax","8 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_1011524_uploaded_image1_1569956569.73.jpg"
"1752683786-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_752448_uploaded_image1_1563350256.56.png"
"1752683786-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Blouson enfant","18 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_752408_uploaded_image1_1563349196.32.png"
"1752683786-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Grenouillère - Ensemble Femme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_740349_uploaded_image1_1562956490.71.png"
"1752683786-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe pour enfant","35 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_739801_uploaded_image1_1562946241.61.png"
"1752683786-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Couches et vêtements enfants","8 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_735868_uploaded_image1_1562861740.96.png"
"1752683786-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_735207_uploaded_image1_1562852018.04.png"
"1752683786-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Abaya enfant 2 ans - 5 ans","18 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_727626_uploaded_image1_1562678215.71.png"
"1752683786-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Abaya enfant Spéciale Tabaski","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_725848_uploaded_image1_1562624169.32.png"
"1752683786-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724146_uploaded_image1_1562589336.01.png"
"1752683786-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724143_uploaded_image1_1562589274.19.png"
"1752683786-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724138_uploaded_image1_1562589114.05.png"
"1752683786-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724135_uploaded_image1_1562589070.16.png"
"1752683786-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724130_uploaded_image1_1562588990.25.png"
"1752683786-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724128_uploaded_image1_1562588912.66.png"
"1752683786-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724122_uploaded_image1_1562588821.84.png"
"1752683786-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724115_uploaded_image1_1562588760.4.png"
"1752683786-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724113_uploaded_image1_1562588710.7.png"
"1752683786-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724109_uploaded_image1_1562588631.85.png"
"1752683786-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724102_uploaded_image1_1562588582.95.png"
"1752683786-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724091_uploaded_image1_1562588225.16.png"
"1752683786-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724081_uploaded_image1_1562588040.19.png"
"1752683786-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenues enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724072_uploaded_image1_1562587876.78.png"
"1752683790-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1121633_uploaded_image1_1573928648.55.png"
"1752683790-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1120161_uploaded_image1_1572249640.19.png"
"1752683790-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Maillots de bain","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1118621_uploaded_image1_1573389584.27.png"
"1752683790-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits et accessoires d'enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1114952_uploaded_image1_1572104975.89.png"
"1752683790-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","5 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1108134_uploaded_image1_1571966882.1.png"
"1752683790-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1107993_uploaded_image1_1571960679.98.png"
"1752683790-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Djellaba - enfant","5 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_1091229_uploaded_image1_1571671997.99.png"
"1752683790-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1064667_uploaded_image1_1571103373.33.png"
"1752683790-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Haut-enfant","6 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061921_uploaded_image1_1571052396.32.png"
"1752683790-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061915_uploaded_image1_1571052342.01.png"
"1752683790-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061900_uploaded_image1_1571052225.61.png"
"1752683790-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise-enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061895_uploaded_image1_1571052162.4.png"
"1752683790-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061891_uploaded_image1_1571052122.28.png"
"1752683790-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061876_uploaded_image1_1571052006.69.png"
"1752683790-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061871_uploaded_image1_1571051970.84.png"
"1752683790-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061864_uploaded_image1_1571051920.44.png"
"1752683790-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061840_uploaded_image1_1571051674.17.png"
"1752683790-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","T-shirt - enfant","5 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061821_uploaded_image1_1571051508.82.png"
"1752683790-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061814_uploaded_image1_1571051426.62.png"
"1752683790-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061809_uploaded_image1_1571051353.3.png"
"1752683790-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1051730_uploaded_image1_1570794430.93.png"
"1752683790-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1051726_uploaded_image1_1570794373.22.png"
"1752683790-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","2 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051629_uploaded_image1_1570793218.21.png"
"1752683790-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","3 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051591_uploaded_image1_1570792887.05.png"
"1752683790-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","3 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051586_uploaded_image1_1570792855.28.png"
"1752683790-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043364_uploaded_image1_1570628115.92.png"
"1752683790-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043343_uploaded_image1_1570627951.98.png"
"1752683790-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe fille","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043341_uploaded_image1_1570627933.41.png"
"1752683790-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043337_uploaded_image1_1570627886.54.png"
"1752683790-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043333_uploaded_image1_1570627859.96.png"
"1752683790-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","3 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043331_uploaded_image1_1570627825.79.png"
"1752683790-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","3 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043326_uploaded_image1_1570627731.54.png"
"1752683790-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise","12 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1035457_uploaded_image1_1570472984.2.png"
"1752683790-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chaussures filles et garçons","25 000CFA","Sénégal","https://images.coinafrique.com/thumb_1029318_uploaded_image1_1570324274.63.png"
"1752683790-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Lange bébé 5 pièces","8 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1027288_uploaded_image1_1570272791.38.png"
"1752683790-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes","1 250CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1021961_uploaded_image1_1570172652.67.png"
"1752683790-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over mauve","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1020573_uploaded_image1_1570128555.58.png"
"1752683790-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jeans enfants - 3 à 16 ans","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016980_uploaded_image1_1570069353.16.png"
"1752683790-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemises pour enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016979_uploaded_image1_1570069298.65.png"
"1752683790-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016977_uploaded_image1_1570069123.14.png"
