web-scraper-order,web-scraper-start-url,Type_Habit,Prix,Adresse,Image_lien-src
"1752683801-362","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Qamis pour petit","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2090969_uploaded_image1_1589145852.jpg"
"1752683801-363","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Slip enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2087466_uploaded_image1_1589080473.jpg"
"1752683801-364","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé","2 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2087136_uploaded_image1_1589072240.jpg"
"1752683801-365","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenu traditionnel enfant","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2075122_uploaded_image1_1588877022.18.jpeg"
"1752683801-366","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble pour garçon","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2074826_uploaded_image1_1588873875.59.jpeg"
"1752683801-367","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2068470_uploaded_image1_1588787535.jpg"
"1752683801-368","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tuniques enfant","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2066977_uploaded_image1_1588770353.jpg"
"1752683801-369","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Transats pour bébé","40 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2059938_uploaded_image1_1588675266.74.jpeg"
"1752683801-370","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2054142_uploaded_image1_1588591769.jpg"
"1752683801-371","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tuniques enfants","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2051266_uploaded_image1_1588537693.14.jpeg"
"1752683801-372","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2050296_uploaded_image1_1588522493.jpg"
"1752683801-373","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2045971_uploaded_image1_1588443944.jpg"
"1752683801-374","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044629_uploaded_image1_1588426459.jpg"
"1752683801-375","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044622_uploaded_image1_1588426381.jpg"
"1752683801-376","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes enfant fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2041432_uploaded_image1_1588364804.jpg"
"1752683801-377","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2039586_uploaded_image1_1588336839.jpg"
"1752683801-378","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038808_uploaded_image1_1588327063.jpg"
"1752683801-379","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038784_uploaded_image1_1588326759.jpg"
"1752683801-380","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033828_uploaded_image1_1588247617.46.jpeg"
"1752683801-381","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble bébé 5 pièces","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033818_uploaded_image1_1588247504.65.jpeg"
"1752683801-382","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033801_uploaded_image1_1588247342.86.jpeg"
"1752683801-383","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033791_uploaded_image1_1588247233.69.jpeg"
"1752683801-384","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Slip pour enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2029473_uploaded_image1_1588177963.jpg"
"1752683801-385","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe Enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2025745_uploaded_image1_1588137671.jpg"
"1752683801-386","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2025042_uploaded_image1_1588113458.97.jpeg"
"1752683801-387","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2021987_uploaded_image1_1588076836.jpg"
"1752683801-388","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes pour enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2017027_uploaded_image1_1587998836.jpg"
"1752683801-389","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","2 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2013703_uploaded_image1_1587951378.jpg"
"1752683801-390","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Bonnets pour enfant","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2007169_uploaded_image1_1587822850.26.jpeg"
"1752683801-391","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble avec bâ","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998886_uploaded_image1_1587701271.jpg"
"1752683801-392","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Bonnet pour bébé","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998881_uploaded_image1_1587700554.jpg"
"1752683801-393","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","12 slips pour enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1996790_uploaded_image1_1587662462.87.jpeg"
"1752683801-394","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Couche culotte softcare","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1985053_uploaded_image1_1587488603.71.jpeg"
"1752683801-395","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1980838_uploaded_image1_1587422523.jpg"
"1752683801-396","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Body Enfants Carters - Lot de 4","8 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1975489_uploaded_image1_1587346902.19.jpeg"
"1752683801-397","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Calçon pour enfant  original","5 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1973167_uploaded_image1_1587307834.22.jpeg"
"1752683801-398","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Slip pour enfant","8 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1959520_uploaded_image1_1587095120.04.jpeg"
"1752683801-399","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1956418_uploaded_image1_1587046193.06.jpeg"
"1752683801-400","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1954347_uploaded_image1_1587028656.73.jpeg"
"1752683801-401","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1954333_uploaded_image1_1587028541.38.jpeg"
"1752683801-402","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Caleçons enfant","8 500CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1953332_uploaded_image1_1587004946.87.jpeg"
"1752683801-403","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Habits pour bébé","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951656_uploaded_image1_1586970612.89.jpeg"
"1752683801-404","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951650_uploaded_image1_1586970504.87.jpeg"
"1752683801-405","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951637_uploaded_image1_1586970326.99.jpeg"
"1752683801-406","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfant","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951634_uploaded_image1_1586970221.31.jpeg"
"1752683801-407","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble pour bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943562_uploaded_image1_1586864768.03.jpeg"
"1752683801-408","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943553_uploaded_image1_1586864671.63.jpeg"
"1752683801-409","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble bébé 1er âge a","2 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943535_uploaded_image1_1586864377.03.jpeg"
"1752683801-410","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943528_uploaded_image1_1586864266.59.jpeg"
"1752683801-411","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé","5 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1936151_uploaded_image1_1586746366.57.png"
"1752683801-412","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1910628_uploaded_image1_1586307843.18.png"
"1752683801-413","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Combishort enfant fille","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910246_uploaded_image1_1586299028.11.png"
"1752683801-414","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant garçon","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910234_uploaded_image1_1586298807.14.png"
"1752683801-415","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble 3 pièces bébé garçon","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910194_uploaded_image1_1586298079.54.png"
"1752683801-416","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble coton garçon","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910169_uploaded_image1_1586297654.31.png"
"1752683801-417","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble 8 pièces bébé","5 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910155_uploaded_image1_1586297414.23.png"
"1752683801-418","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenue de baptême / fille","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906593_uploaded_image1_1586255067.65.png"
"1752683801-419","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes bébé","4 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906465_uploaded_image1_1586253537.07.png"
"1752683801-420","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes bébé","4 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906455_uploaded_image1_1586253454.8.png"
"1752683801-421","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenue de baptême","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906387_uploaded_image1_1586252732.58.png"
"1752683801-422","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Combinaison enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1834624_uploaded_image1_1584951207.3.png"
"1752683801-423","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble pantalon enfant","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1810071_uploaded_image1_1584488550.47.png"
"1752683801-424","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble Vêtement Nike - enfant","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1804137_uploaded_image1_1584391154.47.png"
"1752683801-425","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Maillot enfant original","5 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1803131_uploaded_image1_1584378734.55.png"
"1752683801-426","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Pack de 5 barboteuses","6 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1797916_uploaded_image1_1584293987.81.png"
"1752683801-427","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Sortie de bain bébé","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1797422_uploaded_image1_1584283247.52.png"
"1752683801-428","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1790174_uploaded_image1_1584127258.73.png"
"1752683805-429","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe fille","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196469_uploaded_image1_1590795904.jpg"
"1752683805-430","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe fille","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196466_uploaded_image1_1590795872.jpg"
"1752683805-431","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196462_uploaded_image1_1590795834.jpg"
"1752683805-432","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196460_uploaded_image1_1590795797.jpg"
"1752683805-433","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196455_uploaded_image1_1590795758.jpg"
"1752683805-434","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196452_uploaded_image1_1590795726.jpg"
"1752683805-435","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble t-shirt + culotte","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196450_uploaded_image1_1590795691.jpg"
"1752683805-436","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble t-shirt + culotte","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196448_uploaded_image1_1590795659.jpg"
"1752683805-437","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196443_uploaded_image1_1590795614.jpg"
"1752683805-438","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2190410_uploaded_image1_1590716786.jpg"
"1752683805-439","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes pour enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2189919_uploaded_image1_1590707822.jpg"
"1752683805-440","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Chemises enfants","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2189914_uploaded_image1_1590707777.jpg"
"1752683805-441","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2189912_uploaded_image1_1590707745.jpg"
"1752683805-442","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2189909_uploaded_image1_1590707707.jpg"
"1752683805-443","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2189905_uploaded_image1_1590707664.jpg"
"1752683805-444","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Tunique enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2188090_uploaded_image1_1590683954.jpg"
"1752683805-445","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2184188_uploaded_image1_1590625078.jpg"
"1752683805-446","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2184187_uploaded_image1_1590625040.jpg"
"1752683805-447","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2184184_uploaded_image1_1590624990.jpg"
"1752683805-448","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtement enfant","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2182372_uploaded_image1_1590597500.45.jpeg"
"1752683805-449","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2177971_uploaded_image1_1590535377.jpg"
"1752683805-450","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2177970_uploaded_image1_1590535346.jpg"
"1752683805-451","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2177965_uploaded_image1_1590535317.jpg"
"1752683805-452","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2177962_uploaded_image1_1590535287.jpg"
"1752683805-453","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2177960_uploaded_image1_1590535252.jpg"
"1752683805-454","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Pack chouchou","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2176228_uploaded_image1_1590509691.jpg"
"1752683805-455","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Pack chouchou","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2175810_uploaded_image1_1590504416.jpg"
"1752683805-456","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Pack chouchou","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2175750_uploaded_image1_1590504008.jpg"
"1752683805-457","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Shorts pour enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2175607_uploaded_image1_1590502636.jpg"
"1752683805-458","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Tuniques","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2161581_uploaded_image1_1590235673.jpg"
"1752683805-459","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2160098_uploaded_image1_1590213898.jpg"
"1752683805-460","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet  enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2160093_uploaded_image1_1590213831.jpg"
"1752683805-461","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2160087_uploaded_image1_1590213716.jpg"
"1752683805-462","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Polo  enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2160076_uploaded_image1_1590213417.jpg"
"1752683805-463","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2159344_uploaded_image1_1590187027.jpg"
"1752683805-464","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2159338_uploaded_image1_1590186982.jpg"
"1752683805-465","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2155117_uploaded_image1_1590127713.jpg"
"1752683805-466","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2155110_uploaded_image1_1590127618.jpg"
"1752683805-467","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2155108_uploaded_image1_1590127576.jpg"
"1752683805-468","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2155103_uploaded_image1_1590127504.jpg"
"1752683805-469","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2155102_uploaded_image1_1590127421.jpg"
"1752683805-470","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe","4 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2153809_uploaded_image1_1590099380.jpg"
"1752683805-471","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes pour enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2152306_uploaded_image1_1590078155.jpg"
"1752683805-472","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Prêt à porter enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2151645_uploaded_image1_1590070258.jpg"
"1752683805-473","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Prêt à porter enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2151640_uploaded_image1_1590070200.jpg"
"1752683805-474","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Maillot de bain enfant","5 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2149152_uploaded_image1_1590040994.jpg"
"1752683805-475","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Body bébé personnalisé","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2148439_uploaded_image1_1590022539.jpg"
"1752683805-476","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2143561_uploaded_image1_1589962898.jpg"
"1752683805-477","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2138403_uploaded_image1_1589887328.jpg"
"1752683805-478","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2137750_uploaded_image1_1589880956.jpg"
"1752683805-479","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136750_uploaded_image1_1589868547.jpg"
"1752683805-480","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Polo enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136746_uploaded_image1_1589868484.jpg"
"1752683805-481","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Pantalon enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136743_uploaded_image1_1589868445.jpg"
"1752683805-482","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136740_uploaded_image1_1589868405.jpg"
"1752683805-483","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136737_uploaded_image1_1589868371.jpg"
"1752683805-484","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136726_uploaded_image1_1589868290.jpg"
"1752683805-485","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136720_uploaded_image1_1589868244.jpg"
"1752683805-486","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136716_uploaded_image1_1589868188.jpg"
"1752683805-487","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe de cérémonie enfant","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135808_uploaded_image1_1589842052.jpg"
"1752683805-488","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe de cérémonie enfant","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135575_uploaded_image1_1589839307.jpg"
"1752683805-489","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe de cérémonie enfant","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135558_uploaded_image1_1589839068.jpg"
