categorie,type,prix,adresse,image_lien,prix_brut,prix_numerique,a_prix,a_image
Chaussures Homme,Chaussures Homme En Cuir,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359026_uploaded_image1_1748977576.jpg,15 000CFA,15000.0,True,True
Chaussures Homme,Chaussures En Cuir,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359022_uploaded_image1_1748977431.jpg,15 000CFA,15000.0,True,True
Chaussures Homme,Chaussures Homme,9 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359020_uploaded_image1_1748977345.jpg,9 000CFA,9000.0,True,True
Chaussures Homme,Chaussures Hermes,14 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359016_uploaded_image1_1748977243.jpg,14 000CFA,14000.0,True,True
Chaussures Homme,Chaussures Hommes,14 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5358423_uploaded_image1_1748954041.jpg,14 000CFA,14000.0,True,True
Chaussures Homme,Chaussures Tommy,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5358420_uploaded_image1_1748953921.jpg,15 000CFA,15000.0,True,True
Chaussures Homme,Chaussures En Cuir,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5358106_uploaded_image1_1748946350.jpg,20 000CFA,20000.0,True,True
Chaussures Homme,Chaussures Homme,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357608_uploaded_image1_1748916267.jpg,15 000CFA,15000.0,True,True
Chaussures Homme,Chaussures Homme,8 500CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357607_uploaded_image1_1748916131.jpg,8 500CFA,8500.0,True,True
Chaussures Homme,Chaussures Nike,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5355703_uploaded_image1_1748827191.jpg,20 000CFA,20000.0,True,True
Chaussures Homme,Chaussures Nike,30 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5355700_uploaded_image1_1748826892.jpg,30 000CFA,30000.0,True,True
Chaussures Homme,Chaussures Homme,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5310609_uploaded_image1_1746312679.jpg,25 000CFA,25000.0,True,True
Chaussures Homme,Chaussures En Cuirs Pour Homme,20 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5353808_uploaded_image1_1748715471.jpg,20 000CFA,20000.0,True,True
Chaussures Homme,Mocassins Homme,Prix sur demande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5353018_uploaded_image1_1748653483.jpg,Prix sur demande,,False,True
Chaussures Homme,Chaussures Homme,20 000CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5353013_uploaded_image1_1748652906.jpg,20 000CFA,20000.0,True,True
Chaussures Homme,Chaussures Homme,22 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5351719_uploaded_image1_1748579858.jpg,22 000CFA,22000.0,True,True
Chaussures Homme,Tapettes Homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5351718_uploaded_image2_1748579763.jpeg,20 000CFA,20000.0,True,True
Chaussures Homme,Chaussures Timberland Berluti,16 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5350414_uploaded_image1_1748484037.jpg,16 000CFA,16000.0,True,True
Chaussures Homme,Baskets Nb9050,23 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5350412_uploaded_image1_1748483937.jpg,23 000CFA,23000.0,True,True
Chaussures Homme,Baskets Nb1906,23 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5350411_uploaded_image1_1748483850.jpg,23 000CFA,23000.0,True,True
Chaussures Homme,Babouches,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5349918_uploaded_image1_1748452087.jpg,Prix sur demande,,False,True
Chaussures Homme,Chaussures Hommes,14 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5349774_uploaded_image1_1748446268.jpg,14 500CFA,14500.0,True,True
Chaussures Homme,Sandales Homme,14 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5348109_uploaded_image1_1748359717.jpg,14 000CFA,14000.0,True,True
Chaussures Homme,Chaussures Homme,16 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5348083_uploaded_image1_1748359073.jpg,16 000CFA,16000.0,True,True
Chaussures Homme,Chaussures De Course,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5347629_uploaded_image1_1748342137.jpg,25 000CFA,25000.0,True,True
Chaussures Homme,Chaussures,22 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5346815_uploaded_image1_1748284555.jpg,22 000CFA,22000.0,True,True
Chaussures Homme,Stan  Smith,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5299470_uploaded_image1_1745669343.jpg,13 000CFA,13000.0,True,True
Chaussures Homme,Chaussures Original,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5299450_uploaded_image1_1745668750.jpg,8 000CFA,8000.0,True,True
Chaussures Homme,Chaussures Balenciaga,13 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5343633_uploaded_image1_1748099218.jpg,13 000CFA,13000.0,True,True
Chaussures Homme,Chaussures Homme,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5343503_uploaded_image1_1748092307.jpg,15 000CFA,15000.0,True,True
Chaussures Homme,Chaussures Homme,13 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5343375_uploaded_image1_1748086204.jpg,13 000CFA,13000.0,True,True
Chaussures Homme,Chaussures Nike,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5293050_uploaded_image1_1745339558.jpg,20 000CFA,20000.0,True,True
